url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,124,83
/sap/e-mobility-charging-stations-simulator,24,19
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,16,13
/SAP/e-mobility-charging-stations-simulator/issues,11,7
/SAP/e-mobility-charging-stations-simulator/pulls,8,5
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,7,6
/SAP/e-mobility-charging-stations-simulator/tree/main,7,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src,4,3
/SAP/e-mobility-charging-stations-simulator/security,4,2
/SAP/e-mobility-charging-stations-simulator/compare/webui@v1.5.1...webui@v1.5.2,3,3
